TimeOfDay,TrafficVolume,PacketSize,Latency,ErrorRate,ProtocolType,PeakHour
6,90.47398718062344,1560.4622610295285,44.432709958923695,0.08812876369558097,0,0
19,127.76625402867616,1650.5654427616946,57.610733792740234,0.06298238950757587,1,0
14,582.9973801362644,1420.6510042011253,110.30587740984288,0.7149763563606167,0,1
10,563.7822241312887,1446.8448607091445,110.03038978762463,1.3121088508611383,0,1
7,104.6128182052873,1500.5621031372245,53.91055638325472,0.30650597678594,1,0
20,53.50641455027062,1815.7567153224504,43.82555477937109,0.5385902867570936,0,0
6,85.92605015934788,1186.4584412348458,47.99760253596581,1.229371857165785,0,0
18,492.89807366128065,1417.102054825486,96.60496358530114,0.047217779312260504,1,1
22,82.12264700990379,1155.6054071734561,41.45131462950535,0.7358857192253351,0,0
10,493.02472622567143,1572.4636917471119,94.42998905156011,0.4796211476895343,0,1
10,580.503373434669,1471.2083212423977,94.53902024382957,0.4564447349020935,1,1
23,67.08446940969364,1540.5984225872155,50.62999473747481,0.1730373969137932,0,0
20,136.23384112238054,1530.6245125182154,62.661938001191714,0.5758378187248342,1,0
3,117.69452843508274,1698.1416507407032,49.895518616976304,0.7918796121630809,0,0
7,105.36433616555391,1607.6265929136932,50.632572272848336,0.05987520261051864,0,0
23,85.72766888518473,1666.1015915320174,48.74894863617929,0.381271599843905,0,0
2,82.52099309017149,1286.8930620206113,53.688564400268724,0.05338363065668027,1,0
21,67.4756457082252,1738.6341729950288,44.630413956771115,1.0301098132376134,0,0
20,134.33530960628775,1355.5274521022002,59.4801874757697,0.3542692331825717,1,0
1,130.75223120148084,1367.0260914752039,49.379203962665905,0.8250406105763629,0,0
23,71.87430742833436,1554.168515470599,48.02405083484468,0.22950069832650313,0,0
11,472.3686002546899,1560.3836526098553,109.70037073663799,0.06681039934846343,1,1
5,108.66289538463818,1285.6286395535044,45.54538703977573,0.02119249538226374,0,0
1,94.00981723655585,1465.3441416452206,53.59625491527667,0.16530148181627996,0,0
20,61.62650485936365,1797.6470633738952,57.0258502779768,0.1400115390290302,0,0
0,86.84454478888624,1206.332687693181,48.79328613798496,0.41089040657389275,0,0
11,597.5517149010009,1797.0438482025452,120.52841613079872,0.010989303925304823,0,1
21,88.20042819171113,1451.660309716702,53.22145763130627,0.36757925801122,0,0
11,491.82663316488964,1032.4490333129693,106.5669425966443,0.2486025215738424,0,1
16,442.741128798231,1226.6536533034187,113.6586533518599,0.43033609794566313,0,1
9,529.3881492641874,1307.3044924529613,116.30734954636374,0.6060319380562481,0,1
15,505.7575899512292,1375.2141398434514,102.6183898640638,0.5026865966029731,0,1
14,462.8990129221511,1479.0573482749323,107.96905441376938,2.0881365280710775,1,1
14,434.76723020962874,959.3039740476856,113.96341493160928,0.07440393961444089,1,1
18,570.2271687005438,1537.3608784955306,88.38188923638563,0.2808288183588447,0,1
11,419.722829667946,1288.981898335023,82.70497600367352,0.27654545522416685,0,1
22,110.0763139117911,1778.1045143202118,49.71223039797047,0.26982967764576515,1,0
19,56.922415105768536,1445.9646558512052,41.2325432129031,0.5450221376393158,0,0
2,114.14423366024765,1688.569234346546,48.430024518460236,0.3365037369492508,0,0
4,119.40597774520121,1722.0697959828585,51.57186767099569,0.36431729778099137,0,0
18,554.7391855819957,1716.6546486932434,97.24361233944873,0.28313040174304344,1,1
6,96.77583062860263,1386.7186514075029,49.292034759481545,2.3957174143826747,0,0
20,131.68007211127392,1384.1599684557352,44.99166743189537,1.3125076329751775,1,0
8,615.3895847498034,1455.005340142337,107.88143543970943,0.1838854162449013,1,1
6,93.56753727908074,1627.2474750757851,44.6826831643883,0.05916317429331388,0,0
17,477.4497484935036,1397.8609460491675,78.97098268944967,0.9155560345394433,1,1
3,102.98354520689871,1476.1475052819505,48.9633061373339,2.9337837071429713,0,0
13,476.1159927052896,1554.71876326789,109.15019924919956,0.17308578757382465,0,1
17,468.80649019949396,1319.0216147904266,100.79830791882976,0.22141601245865836,0,1
8,473.1630729879245,1306.3783423341765,88.35202984919765,1.42050386336883,0,1
20,134.3151201601249,1468.3472237192018,50.50975483703168,0.620888425251643,0,0
1,115.43763990070863,1494.8357629903282,52.19151852384175,0.17523166073614488,0,0
19,90.38107745483818,1586.7770960003286,50.45158345759463,0.43499766146721836,0,0
14,377.2437487138857,1634.377314990311,48.67707876555707,1.443255823139561,0,1
6,69.11071012787065,1280.1874358856703,52.43019340821374,0.8351598489818687,0,0
11,525.1714541300939,1337.583013611287,82.61573097179854,0.6770737538890501,1,1
7,57.568881172223655,1305.8495424873795,45.530223046187096,0.66779361152554,0,0
14,514.6496763725978,1782.4894803182842,86.9479190219469,0.09801980482401126,0,1
2,78.68872550269948,1475.945881959493,56.741931859940784,0.8705747359169853,0,0
13,504.59028872903366,1503.2258590490042,107.12031720988388,0.1615638784942712,0,1
16,503.19281506670717,1511.5548728027027,101.85125034314018,1.3322558866060705,0,1
3,102.41179867781422,1356.8659972564722,42.746891733235955,0.22678174872784565,0,0
17,480.27890764607395,1812.853903789206,107.44147788948119,0.9747697532541509,0,1
7,91.45428748784535,1582.2053309637456,56.93270067495908,0.15478220669909193,0,0
3,85.58419162127123,1507.91810595559,52.85747368231781,0.3613157374683425,1,0
1,109.6778463448378,1278.9487157698868,49.82411291748221,0.0565201289269741,1,0
5,116.10385349561896,1267.613501668751,53.15859015925307,0.5395797186155019,0,0
21,75.62054954927747,1438.2184936788462,51.364580571263446,0.9041861765949292,1,0
9,497.41857638538653,1360.001641285634,109.26076233639739,0.6337177855738788,0,1
3,103.93164146975477,1286.5111308906896,54.518428208964764,0.3703904454255946,0,0
21,103.67542269246084,1425.8083960856889,48.894672316948366,0.02308264235662819,1,0
17,508.3384809798259,1456.7143943448223,93.3935861711589,1.3548333071786924,0,1
11,479.8982594827388,1528.357084092054,96.00177059313822,0.6112203939114345,0,1
1,105.58060850925078,1399.2161057251474,52.67925167502467,0.6849433300651503,0,0
9,530.901435549181,1298.4798610679939,96.60560348202192,0.7915941721441742,0,1
3,102.82073311645128,1305.4158228017507,46.24735190923088,0.688654279177034,0,0
13,525.2969918266862,1742.5945458452375,99.99046628746794,0.290906817197831,0,1
15,549.5176705518753,1249.6484627276516,111.07456930668951,0.6614191427224427,0,1
14,407.45298210523663,1572.6364596582541,101.35108067134064,0.4904503448620723,0,1
7,118.86927683730735,1603.9092659548792,48.61891001999786,0.962130268987978,1,0
13,517.1213882610638,1475.7449048328663,103.20431792946765,0.8109066243456328,0,1
22,77.76749344522547,1853.5658116810357,50.42019604524934,0.021127334355694062,1,0
7,116.04941764639378,1600.3437986055399,40.33181479495161,0.23812119723280648,0,0
20,92.03358187952077,1868.5806096609301,53.483795715095795,0.01766653904002529,1,0
15,486.90167818407235,1369.7871996170256,104.07458439947109,0.053834324656200014,1,1
12,474.6160108767169,1373.2109180213163,100.16171798945746,0.4599118853606531,0,1
17,515.1199422119113,1605.507431736003,110.62356700722921,1.035030126596833,0,1
14,460.7323428743973,1447.7068725361594,112.12999364250197,0.06381712675240628,0,1
20,118.02949259895573,1837.1330849784035,53.993843307367754,0.2999097436254851,1,0
23,97.22274825610657,1568.3400767261874,45.74849591982233,1.208879606951251,0,0
12,481.78987582560313,1291.085156028657,91.8428888937304,0.8418140538690704,0,1
8,537.6437838806985,1152.636718291195,111.17335540001983,0.366638765978906,0,1
14,484.022161884046,1484.352281531347,81.227760730548,0.738265881148283,1,1
12,547.4088412681151,1482.1753740933532,98.51152484837887,0.3697985054708362,0,1
0,119.59185901681731,1562.7531846616776,52.19912903515541,0.08604246749239182,0,0
6,73.30392323562046,1742.1381147511806,41.24796132276248,0.06661492660129724,0,0
8,555.4630101111462,1715.8226607987854,102.34343238850299,0.10435426472223065,1,1
23,70.75928056996229,1384.2197935327135,54.772145382929764,0.21610126545420838,0,0
0,123.43161053765022,1241.2361196391157,42.57211964948262,1.3334248663590464,0,0
11,601.417859611512,1253.175772998186,116.58170206694159,0.803915636020132,0,1
7,117.49668876538263,1352.6396589357244,44.95084961950545,0.28352302814133584,0,0
23,56.86038710600654,1426.6536903921963,52.87368123238515,0.3396977940971602,1,0
10,553.1782859693009,1561.0124277930333,99.16403571641366,0.15435715892242824,0,1
18,612.3064482968006,1339.806480620804,100.69515623700451,0.6092944783355155,0,1
16,484.84841795009856,1556.0783942226628,87.16504864325843,0.8116813860783121,1,1
7,99.3059335994022,1572.4080291718103,56.302364811765294,0.13649834665406826,1,0
2,76.23026556147136,1528.668776519178,51.629417316751166,0.021360660939309693,0,0
2,106.24158837639338,1274.275400597461,58.10420088451578,0.48893540763765503,0,0
0,125.38354365086258,1593.5653450471916,43.71291389710487,0.41335313722443406,1,0
4,113.95474256298908,1916.2539257533444,49.09382683060653,0.2571919359385145,0,0
9,657.0983488643899,1549.179365382581,102.09529239702208,0.5162633380654943,1,1
6,100.66054085931594,909.3849798697461,50.301915736474626,0.39993575510042817,1,0
8,418.4663316292368,1748.1759144093805,106.66785344672421,0.14422890435814686,0,1
6,103.41941943136439,1359.4504446601227,49.03040729038062,0.2535238641895652,1,0
8,379.17741173937554,1953.1425380991384,60.61013023150343,0.2794074279124338,0,1
7,89.33792150270973,1523.272690273192,50.1992116109409,1.061166147618447,0,0
11,581.2191029300106,1163.0598612028348,71.15845564237665,1.6208695306712413,0,1
1,106.50267297263542,1087.0605020082494,50.42100504169686,1.1174695886394175,1,0
0,103.58833625662538,1807.9481525351757,56.30731992433091,0.635017173984818,0,0
15,591.0390188357678,1721.1809971834546,90.76693898149466,0.4397296247605822,0,1
22,94.5880021667326,1945.203777153338,45.06622405414382,0.5844019962325767,1,0
22,125.23640825868218,1502.184897114711,45.79805146830205,1.399336761745661,0,0
23,102.5861395033268,1488.694023324064,44.617615950114356,0.14384019304248927,0,0
4,107.60094926918052,1423.4562415682885,47.60299143147003,0.38298853163423324,1,0
2,75.65390288273974,1368.341951748156,54.5464861317461,0.5849596627076591,1,0
11,475.89766025858916,1421.5140891084368,115.26332728412694,0.5685419632900262,1,1
7,72.04963534312253,1543.492666464806,37.87874838031399,0.14536265558902411,1,0
21,98.0950984354931,1331.2198426175796,48.10772673211272,0.44182892123440365,0,0
2,107.80804687832534,1166.1421306252032,51.513489971883665,0.7946048016515384,0,0
0,77.79923789817096,1531.9753268028355,51.01339181692595,0.32225373294920684,0,0
2,140.98357845369645,1326.7608802613136,59.499698333114445,0.7882387537710168,0,0
4,105.56212038183922,852.1124550119862,39.94653045208966,0.2230518392215779,0,0
14,502.88977927926095,1610.5134781314023,74.109360653115,1.396478392338415,1,1
13,538.4828875672813,1278.3881923765944,120.62212524038256,0.38170804774253597,0,1
2,83.42143838268156,1632.357890938147,53.76716846623668,0.4531057873238569,0,0
0,103.26954958334906,1627.5696213031963,47.14314206523545,0.015931936372592603,0,0
4,85.66267559284817,1556.7180023045667,50.85799386533977,0.09332694618818496,0,0
22,131.17359820177967,1999.3635680712991,51.21608811280533,0.5011066424752949,0,0
13,447.06803253014596,1472.3896300055246,94.04479209664021,0.27225185174313554,0,1
6,101.26330918614347,1442.8720865002824,50.70889185345717,0.3548047626755626,0,0
8,516.4657892575888,1636.7344842833834,103.5481337466012,0.03252074179229668,0,1
14,519.7412872203851,1488.9105275772415,120.15530261362825,0.8982912559421949,1,1
14,470.9382413458584,1732.0987074788018,109.6345122228554,0.7674101832552211,1,1
9,455.2245298927451,1246.2388184848955,117.39323140242075,0.10250079306361341,0,1
12,471.66024134769503,1249.565110507132,86.56428516327105,0.5030111169678129,1,1
18,526.4162717105141,1653.1618982652435,96.52802740382143,0.8527410128000658,0,1
6,97.12308458176072,1267.0378121322792,51.211234919658125,0.5120133338822297,0,0
16,539.810440422626,1621.819721288543,80.78899246867037,0.18582039879723988,0,1
19,109.54007438790147,1574.0005692420732,55.9092966905464,0.5337183928378791,0,0
3,54.461746038007846,1361.1023427944674,53.211048861556314,0.11815349757030685,1,0
4,104.94995593674422,1573.4340320466868,48.16420740023068,0.19154979367973124,0,0
22,145.00909535632542,1253.081510843152,49.083328282496076,0.1372642493635028,1,0
6,126.50538102076662,1300.02001474726,56.26933444411874,0.4070082270654856,0,0
12,521.1006580353485,1452.5624523175868,92.04562052363035,0.05727163349510698,0,1
14,447.0303934765028,1515.7855638144442,112.94185349662287,1.353852982791568,1,1
10,523.8776858062823,1439.2722926024285,97.47961263413713,0.20286683733161676,0,1
3,114.79499879756519,1586.623192774622,53.77998026388458,0.12357094016475886,0,0
12,487.3126659586208,1577.6932830096582,100.86764205578987,0.34313525318945587,0,1
6,106.33484117608874,1805.8733616696288,61.16596923325593,0.16217151973810892,0,0
18,575.483122919802,1480.9429305709991,91.12607609892474,0.3827558144104397,0,1
21,82.85451160516548,1738.9126862368257,47.13358688711533,0.21424596334701973,0,0
1,78.83400790081745,1684.1451025787787,42.46937261155584,0.07082026910813788,0,0
9,534.6349662997106,1958.7954566586295,89.03242832970679,0.1545517692588695,0,1
12,522.877131809904,1474.5483960195452,107.13128107694516,0.2885181888965501,0,1
20,120.57676590825623,1415.9282557094023,58.000818194325305,0.015380774262487634,0,0
5,111.39587623807539,1751.5388444487467,54.132404351801384,0.7362367375731551,0,0
11,471.6122468412903,1577.0865143482524,99.94608500273134,0.4861985380951798,0,1
11,521.6096325732702,1756.33184335678,91.06385498343946,0.4598477699279182,0,1
19,77.15746913407654,1643.3597595979,54.49209335813575,0.3948840345549479,0,0
10,487.4840644133503,1078.6475817201008,90.51398094814162,0.4461811230467595,0,1
22,110.05598461932809,1575.2643554062365,43.2552413284712,1.3640138600557643,0,0
6,92.78971566552221,1562.2431795902978,48.457653333950475,0.004303068802345349,0,0
0,149.36104364459652,1526.6213804927927,39.83029691555752,0.024489938652233798,0,0
0,62.15631502352666,1473.5513891753235,43.093075627238754,0.10628322450794227,0,0
19,89.05019286002378,1181.5712944411343,59.4299516794141,0.09154175149651388,0,0
12,453.11100830650446,1674.8353834476648,84.33191575541598,0.09995432928529317,0,1
8,464.9825596271023,1574.753685618699,88.11851618954188,0.5572853027503681,0,1
2,87.14003553038243,1720.391339479485,50.35916453853332,0.3076148735028896,0,0
6,73.47158626282014,1192.2488951449493,50.619519400150075,2.4005243117949164,0,0
5,115.05404297145255,1601.4268979090537,48.82687851310573,0.12866432685382295,0,0
7,89.05809405225797,1453.0681324906875,39.98313125554442,0.18613372529886618,1,0
8,508.1786667794327,1528.7576019851058,108.4848932763779,2.075162838962447,0,1
4,91.3034847617951,1455.368073163822,47.784733001210014,0.8911763483912066,1,0
0,86.18239175427581,1608.721585496026,56.10224761087451,0.31724975763254737,1,0
18,583.6139618043425,1467.4253758016841,93.55182378471153,0.40438776584782127,0,1
9,546.1466091104704,1289.6170149888621,109.82494339140577,0.9263216844079623,0,1
11,406.5899800022428,1517.2850837572382,112.96083449079435,0.3279066674864014,0,1
23,60.517251033282264,1457.1650925729,47.6652886212309,0.11535084837411572,0,0
14,552.1304417818244,1483.3212757742233,108.80450194105647,0.8814243371510473,0,1
21,89.60293216902492,862.4377047919713,43.357276609418015,0.3858490329922052,1,0
23,67.01835332131554,1636.5272167137412,51.318447435347466,0.0830524387028226,1,0
8,552.2867566270171,1437.0672765306438,112.22227708354839,0.35219085732084804,0,1
19,103.3824810019818,1230.369285196347,52.59246422982062,0.2665384969007901,0,0
16,512.578554241616,1684.5127033696283,124.06223922853239,1.047145756900005,0,1
16,540.4769636002953,1627.2731455505862,105.74357992291155,0.0673691639737004,1,1
19,73.80045683435213,1434.5359607450287,48.1736437369625,1.0405606937075824,1,0
11,418.4249589307918,1269.5661240959962,128.40886393001497,0.3589361890711428,1,1
6,131.61908589806404,1535.6061469358744,58.16850508673775,0.25906312931721076,0,0
1,71.25666478515416,1524.621216917522,41.98546219100802,0.08834900992153268,0,0
2,75.55524405848871,1684.8668565983564,46.07918197535842,0.6033515351205522,0,0
16,448.8782310227117,1411.252897027902,89.61841892958677,1.307325758362076,0,1
4,141.59891847381044,1738.9844269729992,53.22814802254528,0.23530378891244025,1,0
16,524.6691650205761,1391.9493993328465,105.71158036816789,0.1382622753202121,1,1
23,119.3081594887076,1230.8336430915156,52.817259661977495,0.40469098930152814,0,0
16,509.8083772789364,1273.5434489045438,83.70090540501049,0.7952736063741371,0,1
16,469.90563943993834,1487.5176921728769,93.6190845339495,0.0018874050951536133,0,1
1,112.62582566520335,1486.8970981882535,49.25357372638178,0.4989910106415319,1,0
1,68.86768058406393,1565.5722281501553,40.89039725339639,0.4538092234128837,0,0
21,78.0943309580701,1481.9251937763117,45.640861167210545,0.1914743961899673,0,0
22,114.65950358522963,1695.4637032128658,56.78216855082866,0.300213816414373,0,0
4,72.8548953834644,1447.7811803074846,42.22962001015206,0.14182060664015295,0,0
0,96.21837061676253,1100.7447470257168,57.276302468592405,0.780051895622446,1,0
0,97.12975311289176,1475.7806623068411,55.45574546267751,0.5032922906425622,0,0
18,473.5668998331419,1098.6442624467038,97.09262780195519,0.38040435010065515,0,1
1,60.97763050302286,1554.2781961995395,46.75563500316158,0.24922311483247925,0,0
20,87.42142217622614,1711.4385997969832,54.1591381107265,0.17222102591210045,0,0
11,458.7515811533757,1302.755102743496,92.1225983910437,0.8650589370630125,0,1
5,103.22879726575397,1783.7113372783701,46.31001025026938,0.30019984120467696,0,0
22,102.20981077398937,1668.5662489456863,49.880657979976355,0.3480231091978149,0,0
3,107.55922919873748,1741.2960310830108,39.348832021065405,0.3678485945984297,1,0
